razao_social_osc,nome_fantasia_osc,natureza_juridica,ano_inicio,classe_atividade_economica,subclasse_atividade_economica,bairro,area_atuacao,subarea_atuacao
LIGA SANTISTA DE BASKETBALL,LIGA SANTISTA DE BASKETBALL,Associação Privada,1996,NÃO INFORMADO,NÃO INFORMADO,vila mathias,cultura e recreação,esporte e recreação
SMTC ATLETICO CLUBE,NÃO INFORMADO,Associação Privada,1981,NÃO INFORMADO,NÃO INFORMADO,jabaquara,cultura e recreação,esporte e recreação
LIGA SANTISTA DE BASKETBALL,NÃO INFORMADO,Associação Privada,1990,NÃO INFORMADO,NÃO INFORMADO,vila mathias,cultura e recreação,esporte e recreação
INSTITUTO BIBLICO VERBO DA VIDA,IBVV,Associação Privada,1989,NÃO INFORMADO,NÃO INFORMADO,macuco,religião,religião
CENT CULT IRRAD MENTAL TATTWA PAULINO PENNIN DE CAMPOS,NÃO INFORMADO,Fundação Privada,1970,NÃO INFORMADO,NÃO INFORMADO,vila mathias,desenvolvimento e defesa de direitos,outros
LIGA SANTISTA DE VOLEIBOL,LSV,Associação Privada,1970,NÃO INFORMADO,NÃO INFORMADO,aparecida,cultura e recreação,esporte e recreação
GREMIO ESPORTIVO RECREATIVO LIQUIGAS,NÃO INFORMADO,Associação Privada,1990,NÃO INFORMADO,NÃO INFORMADO,alemoa,cultura e recreação,esporte e recreação
LIGA SANTISTA DE TAMBOREU,NÃO INFORMADO,Associação Privada,1990,NÃO INFORMADO,NÃO INFORMADO,macuco,cultura e recreação,esporte e recreação
GREMIO RECREATIVO SANGUE NOVO,NÃO INFORMADO,Associação Privada,1987,NÃO INFORMADO,NÃO INFORMADO,aparecida,cultura e recreação,esporte e recreação
"CENTRO CULTURAL GETAL - GRUPO ESPIRITA TRABALHO, AMOR E LUZ",GETAL,Associação Privada,1998,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,educação e pesquisa,outras formas de educação/ensino
ASSOCIACAO RECREATIVA E CULTURAL ANTARCTICA,ARCA,Associação Privada,1969,NÃO INFORMADO,NÃO INFORMADO,vila mathias,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DOS FISCAIS DE TRIBUTOS MUNICIPAIS DE SANTOS,NÃO INFORMADO,Associação Privada,1992,NÃO INFORMADO,NÃO INFORMADO,vila nova,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DAS DONAS DE CASA E CONSUMIDORES DE SANTOS-ADCC-SANTOS,NÃO INFORMADO,Associação Privada,1999,NÃO INFORMADO,NÃO INFORMADO,jose menino,desenvolvimento e defesa de direitos,outros
INDEPENDENTE FUTEBOL CLUBE,NÃO INFORMADO,Associação Privada,1970,NÃO INFORMADO,NÃO INFORMADO,encruzilhada,cultura e recreação,esporte e recreação
BLOCO SEGURA NO BAGRE,NÃO INFORMADO,Associação Privada,1989,NÃO INFORMADO,NÃO INFORMADO,gonzaga,cultura e recreação,esporte e recreação
COMUNIDADE EVANGELICA UNIDA - PROJETO CEU,PROJETO CEU,Associação Privada,2000,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,boqueirao,religião,religião
CLUBE DOS CORRETORES DE SEGUROS DA BAIXADA SANTISTA,NÃO INFORMADO,Associação Privada,1995,NÃO INFORMADO,NÃO INFORMADO,boqueirao,desenvolvimento e defesa de direitos,outros
INSTITUTO DE PEDAGOGIA CRISTA,NÃO INFORMADO,Associação Privada,2000,NÃO INFORMADO,NÃO INFORMADO,gonzaga,religião,religião
GREMIO ESPORTIVO SALINEIRO,GRESAL,Associação Privada,1988,NÃO INFORMADO,NÃO INFORMADO,macuco,cultura e recreação,esporte e recreação
SOCIEDADE RECREATIVA DROPS CLUB,NÃO INFORMADO,Associação Privada,1970,"Clubes sociais, esportivos e similares","Clubes sociais, esportivos e similares",campo grande,cultura e recreação,esporte e recreação
GREMIO AGUA VIVA,GREMIO AGUA VIVA,Associação Privada,1990,NÃO INFORMADO,NÃO INFORMADO,aparecida,cultura e recreação,esporte e recreação
DIRETORIO ACADEMICO PROFESSOR ARQUITETO MICHAIL LIEDERS,D.A. FAUS.,Associação Privada,2000,NÃO INFORMADO,NÃO INFORMADO,boqueirao,educação e pesquisa; outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO DOS PROFISSIONAIS DE COMUNICACAO SOCIAL DE SAO PAULO -APCS/SP,NÃO INFORMADO,Associação Privada,1999,NÃO INFORMADO,NÃO INFORMADO,estuario,"associações patronais, profissionais e de produtores rurais",associações profissionais
"LIDER - ASSOCIACAO COMUNITARIA, CULTURAL E ARTISTICA DE SANTOS",LIDER,Associação Privada,1998,NÃO INFORMADO,NÃO INFORMADO,morro sao bento,desenvolvimento e defesa de direitos,outros
ESPORTE CLUBE DE MALHAS E BOCHAS RIO DE JANEIRO,NÃO INFORMADO,Associação Privada,1968,NÃO INFORMADO,NÃO INFORMADO,marape,cultura e recreação,esporte e recreação
GRUPO ESPIRITA NOSSO LAR,NÃO INFORMADO,Organização Religiosa,1991,NÃO INFORMADO,NÃO INFORMADO,estuario,religião,religião
GRUPO DE CONVIVENCIA APOIO E SOLIDARIEDADE - AIDS ONG,GRUPO C.A.S.A. ONG,Associação Privada,2000,NÃO INFORMADO,NÃO INFORMADO,saboo,desenvolvimento e defesa de direitos,outros
INSTITUTO PROATVIDA,INSTITUTO PROATVIDA,Organização Social,2001,NÃO INFORMADO,NÃO INFORMADO,boqueirao,cultura e recreação,esporte e recreação
IGREJA PENTECOSTAL DO REINO DE JESUS CRISTO,NÃO INFORMADO,Associação Privada,2001,NÃO INFORMADO,NÃO INFORMADO,jardim sao manoel,religião,religião
INSTITUTO DE DEFESA DOS CONSUMIDORES E MUTUARIOS - IDECOM,IDECOM,Associação Privada,2002,NÃO INFORMADO,NÃO INFORMADO,aparecida,desenvolvimento e defesa de direitos,outros
ASSOCIACAO BRASILEIRA DE EQUILIBRIO NOOCRATICO,EQUINOCIO,Associação Privada,2002,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,vila mathias,desenvolvimento e defesa de direitos,outros
ASSOCIACAO EXPRESSAO DE VIDA,COMUNIDADE EVANGELICA EXPRESSAO DE VIDA,Associação Privada,2002,NÃO INFORMADO,NÃO INFORMADO,radio club,desenvolvimento e defesa de direitos,outros
CENTRO DE PROMOCAO DA SAUDE - CEDAPS BAIXADA SANTISTA.,CEDAPS BAIXADA SANTISTA,Associação Privada,2002,NÃO INFORMADO,NÃO INFORMADO,encruzilhada,desenvolvimento e defesa de direitos,outros
ASSOCIACAO SANTISTA DE FUTEBOL AMADOR,A.S.F.A,Associação Privada,2004,NÃO INFORMADO,NÃO INFORMADO,saboo,cultura e recreação,esporte e recreação
ASSOCIACAO EDUCACIONAL E DE RECREACAO IRENE SILVA DE LIMA,COLEGIO CRISVER,Associação Privada,2004,NÃO INFORMADO,NÃO INFORMADO,gonzaga,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DOS PROPRIETARIOS DO CONDOMINIO EDIFICIO RESIDENCIAL FRANCISCA NIEVES DELGADO,NÃO INFORMADO,Associação Privada,2004,NÃO INFORMADO,NÃO INFORMADO,marape,desenvolvimento e defesa de direitos,outros
EDUCANDARIO ANALIA FRANCO,NÃO INFORMADO,Associação Privada,2006,NÃO INFORMADO,NÃO INFORMADO,paqueta,desenvolvimento e defesa de direitos,outros
BETHEL 006 - SANTOS,NÃO INFORMADO,Associação Privada,2006,NÃO INFORMADO,NÃO INFORMADO,vila mathias,desenvolvimento e defesa de direitos,outros
AMOR LIMPEZA PRESERVACAO HARMONIA AMBIENTAL,ALPHA,Associação Privada,1967,NÃO INFORMADO,NÃO INFORMADO,vila mathias,desenvolvimento e defesa de direitos,outros
ROTARY CLUB DE SANTOS - VILA BELMIRO,NÃO INFORMADO,Associação Privada,2008,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,vila mathias,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO PROJETO SOSLUZ,PROJETO SOSLUZ,Associação Privada,2008,NÃO INFORMADO,NÃO INFORMADO,aparecida,desenvolvimento e defesa de direitos,outros
ASSOCIACAO NACIONAL DOS SERVIDORES PUBLICOS - (ANSP),ANSP,Associação Privada,2008,Atividades associativas não especificadas anteriormente,Atividades associativas não especificadas anteriormente,vila mathias,outras atividades associativas,associações de atividades não especificadas anteriormente
CONTEMPORANEA - PROJETOS CULTURAIS,NÃO INFORMADO,Associação Privada,2005,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,aparecida,desenvolvimento e defesa de direitos,outros
SOCIEDADE DE MELHORAMENTOS DA RUA TIRO NAVAL E VILA PEDREIRA,NÃO INFORMADO,Associação Privada,2009,NÃO INFORMADO,NÃO INFORMADO,morro do monte serrat,outras atividades associativas,associações de atividades não especificadas anteriormente
MINISTERIO EVANGELICO MISSIONARIOS DA PAZ,MINISTERIO EVANGELICO MISSIONARIOS DA PAZ,Associação Privada,2009,NÃO INFORMADO,NÃO INFORMADO,304,religião,religião
GREMIO RECREATIVO CULTURAL E CARNAVALESCO INDEPENDENTE DO SIQUEIRA,INDEPENDENTE DO SIQUEIRA,Associação Privada,2009,NÃO INFORMADO,NÃO INFORMADO,macuco,cultura e recreação,cultura e arte
CONVENCAO DOS MINISTROS DAS ASSEMBLEIAS DE DEUS DO MINISTERIO DE SANTOS E OUTROS - COMADEMIS,COMADEMIS,Associação Privada,2009,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,encruzilhada,religião,religião
GREMIO RECREATIVO CULTURAL ESCOLA DE SAMBA CAMISA ALVINEGRA,NÃO INFORMADO,Associação Privada,2009,NÃO INFORMADO,NÃO INFORMADO,radio clube,cultura e recreação,esporte e recreação
ASSOCIACAO DOS MORADORES E AMIGOS DA PONTA DA PRAIA,NÃO INFORMADO,Associação Privada,2009,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,cultura e recreação,cultura e arte
ASSOCIACAO DE PAIS PRO CRIACAO CASA LAR PARA PESSOAS COM DEFICIENCIA INTELECTUAL,NÃO INFORMADO,Associação Privada,2010,NÃO INFORMADO,NÃO INFORMADO,marape,outras atividades associativas,associações de atividades não especificadas anteriormente
CORAL GREGORIANO DE SANTOS - CGS,CORAL GREGORIANO DE SANTOS,Organização Religiosa,2010,NÃO INFORMADO,NÃO INFORMADO,embare,religião,religião
ALCOTAXI - ASSOCIACAO LIVRE DE CONDUTORES TAXISTAS,ALCOTAXI - ASSOCIACAO LIVRE DE CONDUTORES TAXISTAS,Associação Privada,2010,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,"associações patronais, profissionais e de produtores rurais",associações profissionais
IGREJA BATISTA NACIONAL DE SANTOS,IGREJA BATISTA NACIONAL DE SANTOS,Organização Religiosa,2011,NÃO INFORMADO,NÃO INFORMADO,gonzaga,religião,religião
LIGA DAS ATLETICAS DA BAIXADA SANTISTA,LIGA DAS ATLETICAS DA BAIXADA SANTISTA,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,boqueirao,outras atividades associativas,associações de atividades não especificadas anteriormente
COMUNIDADE CRISTA DE ITANHAEM,COMUNIDADE CRISTA DE ITANHAEM EM SANTOS,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,areia branca,religião,religião
ASSOCIACAO DE AMIGOS DO SITIO SERINGUEIRAS,ASSOCIACAO DE AMIGOS DO SITIO SERINGUEIRAS,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,quilombo,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO BENEFICENTE FAMILIA EM CRISTO,NÃO INFORMADO,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,aparecida,desenvolvimento e defesa de direitos,outros
GREMIO RECREATIVO CULTURAL ESCOLA DE SAMBA UNIDOS DA BAIXADA,NÃO INFORMADO,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,jardim castelo,cultura e recreação,cultura e arte
SANTOS BADMINTON CLUBE,SBC,Associação Privada,2013,NÃO INFORMADO,NÃO INFORMADO,boqueiro,cultura e recreação,esporte e recreação
"ASSOCIACAO AMIGOS DO FUTEBOL, PRAIA E SAMBA DO GONZAGA","ASSOCIACAO AMIGOS DO FUTEBOL, PRAIA E SAMBA DO GONZAGA",Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,gonzaga,outras atividades associativas,associações de atividades não especificadas anteriormente
ASSOCIACAO PENIEL DE CANELEIRA,PENIEL CANELEIRA,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,caneleira,desenvolvimento e defesa de direitos,outros
LIGA DESPORTIVA DO LITORAL PAULISTA,NÃO INFORMADO,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,vila belmiro,cultura e recreação,esporte e recreação
MOVIMENTO DE ARQUIBANCADA PUNK SANTISTA,MOVIMENTO DE ARQUIBANCADA PUNK SANTISTA,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,marape,cultura e recreação,esporte e recreação
GRUPO ESCOTEIRO SERRA DO MAR,GRUPO ESCOTEIRO SERRA DO MAR,Associação Privada,2012,NÃO INFORMADO,NÃO INFORMADO,estuario,desenvolvimento e defesa de direitos,outros
INSTITUTO DAVID AMANDA NAYARA CASSIANA RICARDO ELZA PABLO,INSTITUTO DANCREP,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,gonzaga,cultura e recreação,esporte e recreação
PROJETO AMIGOS DE BRACOS ABERTO,PROJETO AMIGOS DE BRACOS ABERTO,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,castelo,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DOS LOJISTAS DO THE BLUE SHOPPING,NÃO INFORMADO,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,vila mathias,"associações patronais, profissionais e de produtores rurais",associações empresariais e patronais
ASSOCIACAO PROJETO UP,PROJETO UP,Associação Privada,2016,NÃO INFORMADO,NÃO INFORMADO,boqueirao,outras atividades associativas,associações de atividades não especificadas anteriormente
"ORGANIZACAO SOCIAL, CULTURAL, ARTISTICA E PEDAGOGICA - SONHO DO MENINO REI",SONHO DO MENINO REI,Associação Privada,2015,NÃO INFORMADO,NÃO INFORMADO,vila mathias,cultura e recreação,esporte e recreação
CONSELHO DA COMUNIDADE ESPANHOLA DA BAIXADA SANTISTA,NÃO INFORMADO,Associação Privada,1994,"Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental","Atividades de jardins botânicos, zoológicos, parques nacionais, reservas ecológicas e áreas de proteção ambiental",campo grande,saúde,outros serviços de saúde
LIGA SANTISTA DE CICLISMO,NÃO INFORMADO,Associação Privada,1988,NÃO INFORMADO,NÃO INFORMADO,marape,cultura e recreação,esporte e recreação
IGREJA TABERNACULO EVANGELICO DE JESUS,CASA DA BENCAO DE DEUS,Organização Religiosa,1976,NÃO INFORMADO,NÃO INFORMADO,vila matias,religião,religião
ASSOC PROP CENT TEL COND SAO SEBASTIAO,NÃO INFORMADO,Associação Privada,1995,NÃO INFORMADO,NÃO INFORMADO,saboo,desenvolvimento e defesa de direitos,outros
GRUPO DE TERCEIRA VISAO DE SANTOS,NÃO INFORMADO,Associação Privada,1995,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,desenvolvimento e defesa de direitos,outros
ASSOCIACAO CULTURAL LUZ E VIDA - A.C.L.V.,NÃO INFORMADO,Associação Privada,1996,NÃO INFORMADO,NÃO INFORMADO,encruzilhada,outras atividades associativas; outros,associações de atividades não especificadas anteriormente
A S A ASSOCIACAO SANTISTA DE ARTESOES,A S A,Associação Privada,1996,NÃO INFORMADO,NÃO INFORMADO,centro,desenvolvimento e defesa de direitos,outros
ASSOCIACAO MOVIMENTO JUVENTUDE,NÃO INFORMADO,Associação Privada,1995,NÃO INFORMADO,NÃO INFORMADO,jd. radio clube,desenvolvimento e defesa de direitos,outros
ASSOCIACAO FRANCO ROTELLI,NÃO INFORMADO,Associação Privada,1992,Atividades de organizações associativas ligadas à cultura e à arte,Atividades de organizações associativas ligadas à cultura e à arte,paqueta,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DOS FIEIS DE ARMAZEM PORTUARIO,AFAP,Associação Privada,1991,NÃO INFORMADO,NÃO INFORMADO,aparecida,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DAS EMPRESAS SANEADORAS DA BAIXADA SANTISTA ASABS,ASABS,Associação Privada,1997,NÃO INFORMADO,NÃO INFORMADO,estuario,desenvolvimento e defesa de direitos,outros
NUCLEO DE MULHERES INDEPENDENTES DO ESTADO DE SAO PAULO,NÃO INFORMADO,Associação Privada,1992,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,desenvolvimento e defesa de direitos,outros
SANTA MARIA ATLETICO CLUBE,NÃO INFORMADO,Associação Privada,1993,NÃO INFORMADO,NÃO INFORMADO,saboo,desenvolvimento e defesa de direitos,outros
CENTRO ACADEMICO ALEXANDRE DE GUSMAO,CAAG,Associação Privada,1993,NÃO INFORMADO,NÃO INFORMADO,boqueirao,desenvolvimento e defesa de direitos,outros
GRUPO CIENTIFICO RAMATIS,GRUPO DO RAMAL DE SANTOS,Associação Privada,1994,NÃO INFORMADO,NÃO INFORMADO,vila nova,desenvolvimento e defesa de direitos,outros
GREGON-GREMIO RECREATIVO E ESPORTIVO DOS FUNCIONARIOS DO BANESPA GONZAGA,GREGON,Associação Privada,1997,NÃO INFORMADO,NÃO INFORMADO,gonzaga,cultura e recreação,esporte e recreação
COMPANHIA TEATRAL CENICOMANIA,NÃO INFORMADO,Associação Privada,1997,NÃO INFORMADO,NÃO INFORMADO,boqueirao,saúde,outros serviços de saúde
MINISTERIO EVANGELICO CRISTO E A RESPOSTA,CRISTO E A RESPOSTA,Associação Privada,1982,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,boqueirao,religião,religião
IGREJA BATISTA EBENEZER,NÃO INFORMADO,Associação Privada,1982,NÃO INFORMADO,NÃO INFORMADO,bom retiro,religião,religião
TENDA ESPIRITA DE UMBANDA IMACULADA CONCEICAO OXUM,NÃO INFORMADO,Associação Privada,1972,Atividades de organizações religiosas,Atividades de organizações religiosas ou filosóficas,vila nova,religião,religião
ASSOC EX-ALUNOS FACULDADE CATOLICA DE DIREITO DE SANTOS,AEXFACADIS,Associação Privada,1993,NÃO INFORMADO,NÃO INFORMADO,boqueirao,desenvolvimento e defesa de direitos,outros
OBRA SOCIAL SINOS DE BELEM DE AMPARO E PROMOCAO,NÃO INFORMADO,Associação Privada,1989,NÃO INFORMADO,NÃO INFORMADO,bairro do saboo,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DOS CORREDORES DE RUA E PRAIA DA BAIXADA SANTISTA - CORREBAS,CORREBAS,Associação Privada,1998,NÃO INFORMADO,NÃO INFORMADO,boqueirao,desenvolvimento e defesa de direitos,outros
CARAVELAS CLUB,NÃO INFORMADO,Associação Privada,1976,NÃO INFORMADO,NÃO INFORMADO,centro,cultura e recreação,esporte e recreação
ASSOCIACAO DESPORTIVA UNIPAR CARBOCLORO,NÃO INFORMADO,Associação Privada,1987,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,cultura e recreação,esporte e recreação
CLUBE DE CASTORES DE SANTOS BRAS CUBAS,NÃO INFORMADO,Associação Privada,1979,NÃO INFORMADO,NÃO INFORMADO,boqueirao,desenvolvimento e defesa de direitos,outros
ASSOCIACAO DESPORTIVA CLASSISTA MOINHO SANTISTA,NÃO INFORMADO,Associação Privada,1979,NÃO INFORMADO,NÃO INFORMADO,centro,cultura e recreação,esporte e recreação
SOCIEDADE DE MELHORAMENTOS DO BAIRRO DA CANELEIRA,NÃO INFORMADO,Associação Privada,1979,Atividades de associações de defesa de direitos sociais,Atividades de associações de defesa de direitos sociais,caneleira,desenvolvimento e defesa de direitos,outros
T E U FE FORCA E CARIDADE,NÃO INFORMADO,Associação Privada,1980,NÃO INFORMADO,NÃO INFORMADO,mercado,religião,religião
SOCIEDADE DE MELHORAMENTO DO JARDIM SAO MANOEL,NÃO INFORMADO,Associação Privada,1980,NÃO INFORMADO,NÃO INFORMADO,jardim sao manoel,desenvolvimento e defesa de direitos,outros
SOCIEDADE UNIVERSITARIA DE SANTOS,SUSAN CAMPUS BANDEIRANTE II,Associação Privada,1987,NÃO INFORMADO,NÃO INFORMADO,aparecida,educação e pesquisa; outras atividades associativas,associações de atividades não especificadas anteriormente
SOCIEDADE PRO MELHORAMENTOS LAZER E ESPORTES DO CONJUNT,O RESIDENCIAL DALE COUTINHO,Associação Privada,1981,NÃO INFORMADO,NÃO INFORMADO,jardim castelo,desenvolvimento e defesa de direitos,outros
GRUPO ESPIRITA IRMA ANGELINA,NÃO INFORMADO,Fundação Privada,1981,NÃO INFORMADO,NÃO INFORMADO,vila mathias,religião,religião
SOCIEDADE AMIGOS DE SAO LOURENCO,NÃO INFORMADO,Associação Privada,1984,NÃO INFORMADO,NÃO INFORMADO,jardim sao lourenco,desenvolvimento e defesa de direitos,outros
ASSOCIACAO COMERCIAL DOS TRANSPORTADORES AUTONOMOS,ASSOCIACAO COMERCIAL DOS TRANSPORTADORES AUTONOMOS,Associação Privada,1995,NÃO INFORMADO,NÃO INFORMADO,ponta da praia,desenvolvimento e defesa de direitos,outros
ASSOCIACAO SHORIN RYU KARATE DO DA ZONA NOROESTE,NÃO INFORMADO,Associação Privada,1984,NÃO INFORMADO,NÃO INFORMADO,jardim castelo,cultura e recreação,esporte e recreação
GREMIO RECREATIVO SEAWAYS,NÃO INFORMADO,Associação Privada,1984,NÃO INFORMADO,NÃO INFORMADO,centro,cultura e recreação,esporte e recreação
TERR AFRO BRAS ILE DE IEMANJA E DO CAB JOAO DAS MATAS,NÃO INFORMADO,Associação Privada,1985,NÃO INFORMADO,NÃO INFORMADO,vila sao jorge,desenvolvimento e defesa de direitos,outros
TOURING CLUB DO BRASIL,NÃO INFORMADO,Associação Privada,1981,NÃO INFORMADO,NÃO INFORMADO,centro,outras atividades associativas; outros,associações de atividades não especificadas anteriormente
ASSOCIACAO BRASILEIRA DE ENFERMAGEM,ABEN,Associação Privada,1971,NÃO INFORMADO,NÃO INFORMADO,não informado,desenvolvimento e defesa de direitos,outros
CEPHAM CENTRO DE ESTUDOS E PESQUISAS HOMEOPATICAS PROF. DR. ANGEL MINOTTI,NÃO INFORMADO,Associação Privada,1999,NÃO INFORMADO,NÃO INFORMADO,centro,cultura e recreação,cultura e arte
